nat_accounts_indicator,ppp_category,country,year,ppp_value
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2009,0.682848
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2010,0.663481
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2011,0.67967
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2012,0.683328
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2013,0.680581
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2014,0.677375
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2015,0.683781
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2016,0.724466
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2017,0.751923
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2018,0.775724
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2019,0.784401
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2020,0.765652
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2021,0.772216
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2022,0.792969
Purchasing power parities (EU27_2020=1),Gross domestic product,Slovakia,2023,0.809539
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2003,1.12045
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2004,1.1355
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2005,1.12335
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2006,1.12196
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2007,1.15816
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2008,1.15294
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2009,1.17217
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2010,1.15958
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2011,1.17407
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2012,1.18291
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2013,1.16545
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2014,1.16602
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2015,1.15594
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2016,1.18712
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2017,1.19905
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2018,1.20978
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2019,1.20891
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2020,1.20395
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2021,1.20289
Purchasing power parities (EU27_2020=1),Consumer services,Belgium,2022,1.21025
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2003,1.11789
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2004,1.09915
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2005,1.08534
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2006,1.07969
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2007,1.0574
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2008,1.04853
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2009,1.05875
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2010,1.05002
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2011,1.04589
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2012,1.04719
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2013,1.06431
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2014,1.07164
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2015,1.09013
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2016,1.08429
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2017,1.09219
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2018,1.082
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2019,1.10521
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2020,1.10418
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2021,1.11804
Purchasing power parities (EU27_2020=1),Consumer services,Germany,2022,1.12737
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2003,11.4778
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2004,11.292
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2005,11.3465
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2006,11.0355
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2007,10.6838
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2008,10.7584
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2009,10.866
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2010,10.8998
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2011,10.9199
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2012,11.2246
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2013,11.2165
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2014,11.1944
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2015,11.0762
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2016,11.4393
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2017,11.4008
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2018,11.4796
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2019,11.7576
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2020,11.9802
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2021,11.96
Purchasing power parities (EU27_2020=1),Consumer services,Denmark,2022,12.2793
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2003,0.585249
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2004,0.594552
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2005,0.604924
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2006,0.602637
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2007,0.605017
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2008,0.610305
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2009,0.618373
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2010,0.621725
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2011,0.61075
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2012,0.594883
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2013,0.584795
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2014,0.569031
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2015,0.564834
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2016,0.559745
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2017,0.556946
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2018,0.568607
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2019,0.578851
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2020,0.542944
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2021,0.5625
Purchasing power parities (EU27_2020=1),Consumer services,Croatia,2022,0.602569
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2003,1.03366
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2004,1.06387
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2005,1.06458
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2006,1.0574
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2007,1.04452
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2008,1.03851
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2009,1.04678
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2010,1.01319
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2011,1.02573
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2012,1.03742
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2013,1.0528
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2014,1.0883
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2015,1.08268
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2016,1.05036
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2017,1.0466
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2018,1.04586
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2019,1.02102
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2020,1.0272
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2021,1.02434
Purchasing power parities (EU27_2020=1),Consumer services,Italy,2022,1.00889
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2003,1.90208
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2004,1.91418
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2005,1.93773
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2006,1.99958
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2007,1.84543
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2008,1.89484
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2009,1.95719
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2010,1.83635
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2011,1.85865
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2012,1.85684
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2013,1.89344
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2014,1.88465
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2015,1.87803
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2016,1.91743
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2017,1.93177
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2018,1.9409
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2019,1.997
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2020,1.90571
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2021,2.01254
Purchasing power parities (EU27_2020=1),Consumer services,Poland,2022,2.19821
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2003,12.0195
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2004,11.7983
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2005,11.8322
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2006,11.4768
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2007,11.1063
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2008,11.1293
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2009,11.4587
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2010,12.0437
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2011,12.2138
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2012,12.2031
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2013,12.9508
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2014,13.0974
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2015,13.161
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2016,13.9377
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2017,14.4089
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2018,14.5996
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2019,14.9041
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2020,15.4171
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2021,15.0209
Purchasing power parities (EU27_2020=1),Consumer services,Sweden,2022,14.8443
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2003,0.488645
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2004,0.52158
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2005,0.531214
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2006,0.55394
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2007,0.56932
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2008,0.569858
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2009,0.582526
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2010,0.544532
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2011,0.548881
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2012,0.552751
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2013,0.546616
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2014,0.542787
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2015,0.547049
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2016,0.668165
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2017,0.731079
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2018,0.767136
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2019,0.771678
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2020,0.717055
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2021,0.734987
Purchasing power parities (EU27_2020=1),Consumer services,Slovakia,2022,0.774766
Purchasing power parities (EU27_2020=1),Government services,Belgium,2003,1.12807
Purchasing power parities (EU27_2020=1),Government services,Belgium,2004,1.22765
Purchasing power parities (EU27_2020=1),Government services,Belgium,2005,1.23616
Purchasing power parities (EU27_2020=1),Government services,Belgium,2006,1.23965
Purchasing power parities (EU27_2020=1),Government services,Belgium,2007,1.29234
Purchasing power parities (EU27_2020=1),Government services,Belgium,2008,1.28941
Purchasing power parities (EU27_2020=1),Government services,Belgium,2009,1.30978
Purchasing power parities (EU27_2020=1),Government services,Belgium,2010,1.28611
Purchasing power parities (EU27_2020=1),Government services,Belgium,2011,1.30453
Purchasing power parities (EU27_2020=1),Government services,Belgium,2012,1.28954
Purchasing power parities (EU27_2020=1),Government services,Belgium,2013,1.26061
Purchasing power parities (EU27_2020=1),Government services,Belgium,2014,1.24682
Purchasing power parities (EU27_2020=1),Government services,Belgium,2015,1.25495
Purchasing power parities (EU27_2020=1),Government services,Belgium,2016,1.27865
Purchasing power parities (EU27_2020=1),Government services,Belgium,2017,1.29873
Purchasing power parities (EU27_2020=1),Government services,Belgium,2018,1.30237
Purchasing power parities (EU27_2020=1),Government services,Belgium,2019,1.29271
Purchasing power parities (EU27_2020=1),Government services,Belgium,2020,1.28617
Purchasing power parities (EU27_2020=1),Government services,Belgium,2021,1.27407
Purchasing power parities (EU27_2020=1),Government services,Belgium,2022,1.29224
Purchasing power parities (EU27_2020=1),Government services,Germany,2003,1.14523
Purchasing power parities (EU27_2020=1),Government services,Germany,2004,1.10195
Purchasing power parities (EU27_2020=1),Government services,Germany,2005,1.09715
Purchasing power parities (EU27_2020=1),Government services,Germany,2006,1.08839
Purchasing power parities (EU27_2020=1),Government services,Germany,2007,1.06807
Purchasing power parities (EU27_2020=1),Government services,Germany,2008,1.0606
Purchasing power parities (EU27_2020=1),Government services,Germany,2009,1.08072
Purchasing power parities (EU27_2020=1),Government services,Germany,2010,1.07075
Purchasing power parities (EU27_2020=1),Government services,Germany,2011,1.06101
Purchasing power parities (EU27_2020=1),Government services,Germany,2012,1.08326
Purchasing power parities (EU27_2020=1),Government services,Germany,2013,1.08715
Purchasing power parities (EU27_2020=1),Government services,Germany,2014,1.09714
Purchasing power parities (EU27_2020=1),Government services,Germany,2015,1.11197
Purchasing power parities (EU27_2020=1),Government services,Germany,2016,1.10351
Purchasing power parities (EU27_2020=1),Government services,Germany,2017,1.11688
Purchasing power parities (EU27_2020=1),Government services,Germany,2018,1.12594
Purchasing power parities (EU27_2020=1),Government services,Germany,2019,1.14644
Purchasing power parities (EU27_2020=1),Government services,Germany,2020,1.15214
Purchasing power parities (EU27_2020=1),Government services,Germany,2021,1.15936
Purchasing power parities (EU27_2020=1),Government services,Germany,2022,1.15055
Purchasing power parities (EU27_2020=1),Government services,Denmark,2003,11.9726
Purchasing power parities (EU27_2020=1),Government services,Denmark,2004,11.7828
Purchasing power parities (EU27_2020=1),Government services,Denmark,2005,11.8279
Purchasing power parities (EU27_2020=1),Government services,Denmark,2006,11.6433
Purchasing power parities (EU27_2020=1),Government services,Denmark,2007,11.1065
Purchasing power parities (EU27_2020=1),Government services,Denmark,2008,10.9976
Purchasing power parities (EU27_2020=1),Government services,Denmark,2009,11.1687
Purchasing power parities (EU27_2020=1),Government services,Denmark,2010,11.0405
Purchasing power parities (EU27_2020=1),Government services,Denmark,2011,10.7933
Purchasing power parities (EU27_2020=1),Government services,Denmark,2012,11.0776
Purchasing power parities (EU27_2020=1),Government services,Denmark,2013,10.9039
Purchasing power parities (EU27_2020=1),Government services,Denmark,2014,10.8732
Purchasing power parities (EU27_2020=1),Government services,Denmark,2015,10.8322
Purchasing power parities (EU27_2020=1),Government services,Denmark,2016,10.8446
Purchasing power parities (EU27_2020=1),Government services,Denmark,2017,10.7215
Purchasing power parities (EU27_2020=1),Government services,Denmark,2018,10.7639
Purchasing power parities (EU27_2020=1),Government services,Denmark,2019,10.7656
Purchasing power parities (EU27_2020=1),Government services,Denmark,2020,10.7814
Purchasing power parities (EU27_2020=1),Government services,Denmark,2021,10.7496
Purchasing power parities (EU27_2020=1),Government services,Denmark,2022,10.6337
Purchasing power parities (EU27_2020=1),Government services,Croatia,2003,0.494362
Purchasing power parities (EU27_2020=1),Government services,Croatia,2004,0.492758
Purchasing power parities (EU27_2020=1),Government services,Croatia,2005,0.498574
Purchasing power parities (EU27_2020=1),Government services,Croatia,2006,0.502125
Purchasing power parities (EU27_2020=1),Government services,Croatia,2007,0.503305
Purchasing power parities (EU27_2020=1),Government services,Croatia,2008,0.527622
Purchasing power parities (EU27_2020=1),Government services,Croatia,2009,0.542527
Purchasing power parities (EU27_2020=1),Government services,Croatia,2010,0.546538
Purchasing power parities (EU27_2020=1),Government services,Croatia,2011,0.535212
Purchasing power parities (EU27_2020=1),Government services,Croatia,2012,0.526687
Purchasing power parities (EU27_2020=1),Government services,Croatia,2013,0.515854
Purchasing power parities (EU27_2020=1),Government services,Croatia,2014,0.516212
Purchasing power parities (EU27_2020=1),Government services,Croatia,2015,0.505723
Purchasing power parities (EU27_2020=1),Government services,Croatia,2016,0.490412
Purchasing power parities (EU27_2020=1),Government services,Croatia,2017,0.488761
Purchasing power parities (EU27_2020=1),Government services,Croatia,2018,0.499211
Purchasing power parities (EU27_2020=1),Government services,Croatia,2019,0.506691
Purchasing power parities (EU27_2020=1),Government services,Croatia,2020,0.515213
Purchasing power parities (EU27_2020=1),Government services,Croatia,2021,0.515342
Purchasing power parities (EU27_2020=1),Government services,Croatia,2022,0.533223
Purchasing power parities (EU27_2020=1),Government services,Italy,2003,1.17296
Purchasing power parities (EU27_2020=1),Government services,Italy,2004,1.21705
Purchasing power parities (EU27_2020=1),Government services,Italy,2005,1.21153
Purchasing power parities (EU27_2020=1),Government services,Italy,2006,1.18888
Purchasing power parities (EU27_2020=1),Government services,Italy,2007,1.14728
Purchasing power parities (EU27_2020=1),Government services,Italy,2008,1.13301
Purchasing power parities (EU27_2020=1),Government services,Italy,2009,1.15174
Purchasing power parities (EU27_2020=1),Government services,Italy,2010,1.10824
Purchasing power parities (EU27_2020=1),Government services,Italy,2011,1.09758
Purchasing power parities (EU27_2020=1),Government services,Italy,2012,1.08871
Purchasing power parities (EU27_2020=1),Government services,Italy,2013,1.09751
Purchasing power parities (EU27_2020=1),Government services,Italy,2014,1.10672
Purchasing power parities (EU27_2020=1),Government services,Italy,2015,1.10578
Purchasing power parities (EU27_2020=1),Government services,Italy,2016,1.11207
Purchasing power parities (EU27_2020=1),Government services,Italy,2017,1.10263
Purchasing power parities (EU27_2020=1),Government services,Italy,2018,1.10193
Purchasing power parities (EU27_2020=1),Government services,Italy,2019,1.09588
Purchasing power parities (EU27_2020=1),Government services,Italy,2020,1.07601
Purchasing power parities (EU27_2020=1),Government services,Italy,2021,1.06872
Purchasing power parities (EU27_2020=1),Government services,Italy,2022,1.04483
Purchasing power parities (EU27_2020=1),Government services,Poland,2003,1.48673
Purchasing power parities (EU27_2020=1),Government services,Poland,2004,1.50482
Purchasing power parities (EU27_2020=1),Government services,Poland,2005,1.52471
Purchasing power parities (EU27_2020=1),Government services,Poland,2006,1.57749
Purchasing power parities (EU27_2020=1),Government services,Poland,2007,1.57516
Purchasing power parities (EU27_2020=1),Government services,Poland,2008,1.68883
Purchasing power parities (EU27_2020=1),Government services,Poland,2009,1.78281
Purchasing power parities (EU27_2020=1),Government services,Poland,2010,1.73783
Purchasing power parities (EU27_2020=1),Government services,Poland,2011,1.757
Purchasing power parities (EU27_2020=1),Government services,Poland,2012,1.78099
Purchasing power parities (EU27_2020=1),Government services,Poland,2013,1.85759
Purchasing power parities (EU27_2020=1),Government services,Poland,2014,1.87711
Purchasing power parities (EU27_2020=1),Government services,Poland,2015,1.84767
Purchasing power parities (EU27_2020=1),Government services,Poland,2016,1.88905
Purchasing power parities (EU27_2020=1),Government services,Poland,2017,1.91924
Purchasing power parities (EU27_2020=1),Government services,Poland,2018,1.97228
Purchasing power parities (EU27_2020=1),Government services,Poland,2019,2.04072
Purchasing power parities (EU27_2020=1),Government services,Poland,2020,2.08427
Purchasing power parities (EU27_2020=1),Government services,Poland,2021,2.13647
Purchasing power parities (EU27_2020=1),Government services,Poland,2022,2.32344
Purchasing power parities (EU27_2020=1),Government services,Sweden,2003,13.3201
Purchasing power parities (EU27_2020=1),Government services,Sweden,2004,12.4918
Purchasing power parities (EU27_2020=1),Government services,Sweden,2005,12.5604
Purchasing power parities (EU27_2020=1),Government services,Sweden,2006,12.4898
Purchasing power parities (EU27_2020=1),Government services,Sweden,2007,12.4031
Purchasing power parities (EU27_2020=1),Government services,Sweden,2008,12.3206
Purchasing power parities (EU27_2020=1),Government services,Sweden,2009,12.5664
Purchasing power parities (EU27_2020=1),Government services,Sweden,2010,13.458
Purchasing power parities (EU27_2020=1),Government services,Sweden,2011,13.3125
Purchasing power parities (EU27_2020=1),Government services,Sweden,2012,13.0933
Purchasing power parities (EU27_2020=1),Government services,Sweden,2013,13.6247
Purchasing power parities (EU27_2020=1),Government services,Sweden,2014,13.7374
Purchasing power parities (EU27_2020=1),Government services,Sweden,2015,13.8631
Purchasing power parities (EU27_2020=1),Government services,Sweden,2016,14.3884
Purchasing power parities (EU27_2020=1),Government services,Sweden,2017,14.4125
Purchasing power parities (EU27_2020=1),Government services,Sweden,2018,14.6968
Purchasing power parities (EU27_2020=1),Government services,Sweden,2019,14.7598
Purchasing power parities (EU27_2020=1),Government services,Sweden,2020,14.9111
Purchasing power parities (EU27_2020=1),Government services,Sweden,2021,14.5678
Purchasing power parities (EU27_2020=1),Government services,Sweden,2022,14.4806
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2003,0.37948
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2004,0.405255
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2005,0.430809
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2006,0.453105
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2007,0.446759
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2008,0.462632
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2009,0.476063
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2010,0.438511
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2011,0.455414
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2012,0.465056
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2013,0.482079
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2014,0.498579
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2015,0.504678
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2016,0.517765
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2017,0.531953
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2018,0.570008
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2019,0.573218
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2020,0.583879
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2021,0.592685
Purchasing power parities (EU27_2020=1),Government services,Slovakia,2022,0.612892
